DestName,subtype,rating,lang,textwithrating1,textwithrating2,textwithrating3,textwithrating4,textwithrating5,webUrl,longitude,latitude,phone,address,website,numberOfReviews
Daimumah,Cultural Tours,5,en,,,,,"we had an extensive tour of this place and were very impressed with their strive for sustainability. Beautifully organized and well thought through. Everything from vegetable gardens, art, housing, etc.",https://www.tripadvisor.com/Attraction_Review-g1802184-d25790520-Reviews-Daimumah-AlUla_Al_Madinah_Province.html,,,+966 14 867 8850,"DADA3554_ 3554 _____ 1273_ 7185, AlUla 43523, Saudi Arabia, AlUla 43523 Saudi Arabia",https://www.experiencealula.com/en/plan-your-trip/what-to-do/daimumah,1
Tabuk Neom Tour,Multi-day Tours,5,en,,,,,"Wonderful experience with this gentleman and tour guide. Jabal al lawz
Jabal Maqla, Split Rock, red sea, prophets caves etc was great",https://www.tripadvisor.com/Attraction_Review-g679581-d25852547-Reviews-Tabuk_Neom_Tour-Tabouk_Tabuk_Province.html,,,,"13, Tabouk 47914 Saudi Arabia",,3
Golden Paper Yasmin Store,Gift & Specialty Shops,5,ar,,,,,محل رائع وراقي جداً والخدمة جداً ممتازه ، المعمول لذيذ وهش وموزون ، والقهوه بجميع انواعها رائعه ، والشوكلاته انواع متعدده ومميزه جداً ، شكراً جولد بيبر على كل ما تقدمونه للعميل من استقبال واهتمام💜💜,https://www.tripadvisor.com/Attraction_Review-g293995-d28146263-Reviews-Golden_Paper_Yasmin_Store-Riyadh_Riyadh_Province.html,46.652313,24.823027,+966 54 341 3663,"Anas Ibn Malik Rd Alyasmin, Riyadh 13326 Saudi Arabia",https://www.instagram.com/goldenpaper.sa/,1
EBDA Adventure Park,Adrenaline & Extreme Tours,5,en,,,,,"My kids love this park. Lots of different activities from ropes course to trampoline to soft play for infants, a slide etc. 

We've been a dozen times over the last 6 months. Staff are always friendly and welcoming. They do drop off as well, where you can leave your kid there for an hour our two. Better value than a baby sitter :-)",https://www.tripadvisor.com/Attraction_Review-g293995-d25270652-Reviews-EBDA_Adventure_Park-Riyadh_Riyadh_Province.html,,,+966 55 230 3014,"Riyadh, Downtown, Riyadh 13516 Saudi Arabia",https://www.ebdaadventureparks.com/,2
,"Bar, Club & Pub Tours",,,,,,,,https://www.tripadvisor.com/Attraction_Review-g295419-d27103115-Reviews-Ammor-Jeddah_Makkah_Province.html,,,,"Uthman 4, Jeddah 6215 Saudi Arabia",https://instagram.com/amir.sva?igshid=OGQ5ZDc2ODk2ZA%3D%3D,1
Dunes & Dates Travel co.,City Tours,5,en,,,,,This was super worth doing! Highly recommend for to do once in your life. Team is so caring and helpful. Not to hot either such a great experience to do. Fresh rollout,https://www.tripadvisor.com/Attraction_Review-g298551-d27176723-Reviews-Dunes_Dates_Travel_co-Medina_Al_Madinah_Province.html,,,+966 56 691 1399,"9001 Al Imam Abu Haneefah Office 110, Medina 42312 Saudi Arabia",http://www.dunesanddates.com,2
TourDragon - Saudi Arabia Tours,Multi-day Tours,5,en,,,,,A great experience at Edge of the world I had in Saudi Arabia. I enjoyed an amazing mountain view in Riyadh at Edge of the world.,https://www.tripadvisor.com/Attraction_Review-g298542-d24142218-Reviews-TourDragon_Saudi_Arabia_Tours-Abha_Asir_Province.html,,,+966 55 801 8938,"Business Gate Qurtubah Area, Riyadh 11551, Abha 11551 Saudi Arabia",,4
Wadi Disah Tours,Multi-day Tours,,,,,,,,https://www.tripadvisor.com/Attraction_Review-g679581-d21287975-Reviews-Wadi_Disah_Tours-Tabouk_Tabuk_Province.html,37.27724,25.00841,+966 55 801 8938,"Olya St, Tabouk 33511 Saudi Arabia",https://saudiarabiatours.net/wadi-al-disah-tour/,0
Dhee Ayn - Al Bahah Tours,Multi-day Tours,,,,,,,,https://www.tripadvisor.com/Attraction_Review-g3238681-d21287973-Reviews-Dhee_Ayn_Al_Bahah_Tours-Al_Bahah_Baha_Province.html,,,+966 55 801 8938,"Olya St, Al Bahah 33511 Saudi Arabia",https://saudiarabiatours.net/al-baha-tours/,0
The Desert Land,Multi-day Tours,5,en,,,,,"I had a wonderful experience with a professional desert team. We visited several another locations, including Edge of the World and King Khalid Reserve",https://www.tripadvisor.com/Attraction_Review-g293995-d19981692-Reviews-The_Desert_Land-Riyadh_Riyadh_Province.html,46.68659,24.72746,+966 55 955 4214,"Abdullah Ibn Markhan, Riyadh 11223 Saudi Arabia",,2
Nebras Tours,"4WD, ATV & Off-Road Tours",5,en,,,,,"We decided to go to Saudi Arabia on vacation after reading about their burgeoning tourism industry and new openness to the world.  What a great decision!  The Kingdom has unmatched cultural heritage and world class cities, and the people of Saudi Arabia are warm and welcoming.  The good people at Nebras Tours were super easy to work with, and they took great care of us throughout our stay in Jeddah, Madinah, AlUla, and Riyadh.  Guides in all those places went above and beyond to show us the sites, tell us about themselves, and introduce us to Saudi food and culture.  We had particularly great experiences with Rola in Madinah and Islam in Riyadh, but everyone we met was happy to show us their wonderful country.  Highest possible recommendation!",https://www.tripadvisor.com/Attraction_Review-g295419-d27101746-Reviews-Nebras_Tours-Jeddah_Makkah_Province.html,,,+966 55 529 3240,"Prince Sultan St., Jeddah 23423 Saudi Arabia",http://nebrastours.com,1
Alhasa Natural Attractions,Nature & Wildlife Tours,,,,,,,,https://www.tripadvisor.com/Attraction_Review-g298547-d23733450-Reviews-Alhasa_Natural_Attractions-Dammam_Eastern_Province.html,,,+966 50 212 4101,"4926 Unit 1, Dammam 36344-7584 Saudi Arabia",https://alhasa-natural-attractions.start.page,0
Home Base,Multi-day Tours,3.5,en,"The driver was so hostile. He seemingly didn’t like driving or his job. He didn’t even say ‘hello’ to us, not said a word inside the car. When he saw us we said instead of saying hello, how are you? he said ‘open’ (he means the door) with a non-smiling face, not even a ‘please’. I had to keep asking ‘where are we going now, where are we going now? and he answered very reluctantly. His poor English is not an excuse not to say a Hi! or not to smile. He just dropped us to the places and we had to figure out what to do. If I knew this guy would be the driver, I would have hired an Uber.","1) Driver arrived half an hour late, in spite of numerous confirmations of the time.

2) Didn't speak Arabic or English. 

3) No guide, literally just a driver taking you to the destinations. You're better off using Uber to go from spot to spot - save you half the cost at least.",,,Great service and amazing communication! They managed to understand all the needs and as a oversea traveler I felt safe and was happy with the service overall. I will recommend others to give this company a try on your medina travel and ziyarat. They are great! Jazakallah,https://www.tripadvisor.com/Attraction_Review-g295419-d20267044-Reviews-Home_Base-Jeddah_Makkah_Province.html,,,+60 16-619 5369,"Hamdaniyah Newas Maqbra, P.0 Box 7394, Jeddah 21462 Saudi Arabia",http://www.wayto.asia,7
Divepro Dive Center,Scuba & Snorkeling,5,en,,,,,"Amazing organization and the staff is very pro
Waleed the capitan is like a friends but every time he put his eyes on you and never let you alone.",https://www.tripadvisor.com/Attraction_Review-g295419-d27977712-Reviews-Divepro_Dive_Center-Jeddah_Makkah_Province.html,39.070286,21.757877,+966 50 805 6037,"Bahader Resort, Jeddah 23814 Saudi Arabia",https://www.facebook.com/diveprojeddah/,2
Najran Tours,Multi-day Tours,,,,,,,,https://www.tripadvisor.com/Attraction_Review-g21105789-d21291670-Reviews-Najran_Tours-Najran.html,,,+966 55 801 8938,"Olya St, Najran 33511 Saudi Arabia",https://saudiarabiatours.net/,0
"وسام البراء للرحلات السياحية",Multi-day Tours,,,,,,,,https://www.tripadvisor.com/Attraction_Review-g298551-d19257928-Reviews-Medina_Al_Madinah_Province.html,,,+966 50 015 9062,"Near Of Alharam, Medina 00 Saudi Arabia",,0
Edge of the world by track the march,City Tours,5,en,,,,,"The breathtaking view from the edge and the experience at the bat cave was just too good to be true

Thank you track the March for giving us the experience of our life",https://www.tripadvisor.com/Attraction_Review-g293995-d25130547-Reviews-Edge_of_the_world_by_track_the_march-Riyadh_Riyadh_Province.html,,,+966 54 287 4341,"Saad square king Khalid road Saudi Arabia Saad square, Riyadh 12211 Saudi Arabia",https://instagram.com/track_the_march?igshid=YmMyMTA2M2Y=,1
Pangaea Adventures Club,Nature & Wildlife Tours,5,en,,,,,"The sense of transcendence was figurative and real when standing as a diminutive figure against mountains that are giant structures. Also, the timelessness of the mountains impart a level of sacred reverence that had me feeling the moment was holy. Allah os Al Quddus!

The lived experience was created and enhanced by Pangaea Adventure field guide Mr Ibrahim AlRashoudi AlBaluwi who is aligned with nature as a living testimony of passion. His passion was palpable as he proudly revealed and explained the different experiences that best depicted by the uploaded pics. 

The sense of safety with Mr Ibrahim ✅
The exceptional driving skills ✅
The knowledge supporting explanations ✅
The vivid descriptions of petroglyphs ✅
The hospitality attitude as host ✅✅✅

Simply outstanding! 👌🏽",https://www.tripadvisor.com/Attraction_Review-g1802184-d25136456-Reviews-Pangaea_Adventures_Club-AlUla_Al_Madinah_Province.html,37.92948,26.60314,+966 55 271 3769,AlUla Saudi Arabia,https://pangaeaclub.net/,1
Jazan Dive Center,Shark Diving,,,,,,,,https://www.tripadvisor.com/Attraction_Review-g1074315-d21141549-Reviews-Jazan_Dive_Center-Jazan_Jizan_Province.html,42.54112,16.887283,+966 50 066 0852,Jazan 45142 Saudi Arabia,https://www.jazandiver.net/,0
Jawlat,Multi-day Tours,5,en,,,,,very professional and the staff were very helpful! They were so knowledgeable and gave me all the information i needed. totally recommend.,https://www.tripadvisor.com/Attraction_Review-g293995-d21364605-Reviews-Jawlat-Riyadh_Riyadh_Province.html,,,+966 11 453 3165,"Ar Rabi, Office # 17, Building # 8087, King Abdul Aziz Rd, 1Saudi Arabia, Riyadh 3315 4428 Saudi Arabia",http://www.jawlat.com.sa,2
